pincode,state_name,city_name
173022,himachal pradesh,Sirmaur
173229,himachal pradesh,Solan
173104,himachal pradesh,Sirmaur
173030,himachal pradesh,Sirmaur
173217,himachal pradesh,Solan
173210,himachal pradesh,Solan
173212,himachal pradesh,Solan
173209,himachal pradesh,Solan
173031,himachal pradesh,Sirmaur
173223,himachal pradesh,Sirmaur
173201,himachal pradesh,Solan
173225,himachal pradesh,Solan
173215,himachal pradesh,Solan
173204,himachal pradesh,Solan
173214,himachal pradesh,Solan
173021,himachal pradesh,Sirmaur
173026,himachal pradesh,Sirmaur
173222,himachal pradesh,Solan
173220,himachal pradesh,Solan
173230,himachal pradesh,Solan
173028,himachal pradesh,Sirmaur
173202,himachal pradesh,Solan
174301,himachal pradesh,Una
177203,himachal pradesh,Una
174314,himachal pradesh,Una
177204,himachal pradesh,Una
177205,himachal pradesh,Una
174307,himachal pradesh,Una
177109,himachal pradesh,Una
174306,himachal pradesh,Una
177209,himachal pradesh,Una
177201,himachal pradesh,Una
174302,himachal pradesh,Una
174303,himachal pradesh,Una
174321,himachal pradesh,Una
177220,himachal pradesh,Una
176601,himachal pradesh,Una
174317,himachal pradesh,Una
177213,himachal pradesh,Una
177110,himachal pradesh,Una
174315,himachal pradesh,Una
174316,himachal pradesh,Una
177039,himachal pradesh,Una
174308,himachal pradesh,Una
177210,himachal pradesh,Una
177031,himachal pradesh,Una
177211,himachal pradesh,Una
177212,himachal pradesh,Una
174319,himachal pradesh,Una
177208,himachal pradesh,Una
177207,himachal pradesh,Una
177219,himachal pradesh,Una
174503,himachal pradesh,Una
177206,himachal pradesh,Una
177202,himachal pradesh,Una
174507,himachal pradesh,Una
174320,himachal pradesh,Una
193503,jammu & kashmir,Bandipur
193502,jammu & kashmir,Baramulla
193224,jammu & kashmir,Kupwara
193501,jammu & kashmir,Baramulla
193121,jammu & kashmir,Baramulla
193504,jammu & kashmir,Baramulla
193303,jammu & kashmir,Kupwara
193108,jammu & kashmir,Baramulla
193301,jammu & kashmir,Baramulla
193123,jammu & kashmir,Baramulla
193101,jammu & kashmir,Baramulla
193302,jammu & kashmir,Kupwara
193222,jammu & kashmir,Kupwara
193122,jammu & kashmir,Baramulla
193201,jammu & kashmir,Baramulla
193202,jammu & kashmir,Baramulla
193225,jammu & kashmir,Kupwara
193223,jammu & kashmir,Kupwara
193221,jammu & kashmir,Kupwara
193103,jammu & kashmir,Baramulla
181121,jammu & kashmir,Jammu
181141,jammu & kashmir,Jammu
181131,jammu & kashmir,Jammu
181102,jammu & kashmir,Jammu
184151,jammu & kashmir,Kathua
180017,jammu & kashmir,Jammu
180002,jammu & kashmir,Jammu
181201,jammu & kashmir,Jammu
184144,jammu & kashmir,Kathua
184205,jammu & kashmir,Kathua
184148,jammu & kashmir,Kathua
184204,jammu & kashmir,Kathua
180006,jammu & kashmir,Jammu
181202,jammu & kashmir,Jammu
180001,jammu & kashmir,Jammu
181132,jammu & kashmir,Jammu
184206,jammu & kashmir,Kathua
184202,jammu & kashmir,Kathua
184201,jammu & kashmir,Kathua
181123,jammu & kashmir,Jammu
181122,jammu & kashmir,Jammu
181204,jammu & kashmir,Jammu
181133,jammu & kashmir,Jammu
184121,jammu & kashmir,Jammu
184143,jammu & kashmir,Kathua
184203,jammu & kashmir,Kathua
184152,jammu & kashmir,Kathua
181206,jammu & kashmir,Jammu
181152,jammu & kashmir,Jammu
181224,jammu & kashmir,Jammu
181101,jammu & kashmir,Jammu
181124,jammu & kashmir,Jammu
181203,jammu & kashmir,Jammu
184120,jammu & kashmir,Jammu
184104,jammu & kashmir,Kathua
180015,jammu & kashmir,Jammu
184145,jammu & kashmir,Kathua
180011,jammu & kashmir,Jammu
185154,jammu & kashmir,Jammu
181111,jammu & kashmir,Jammu
184102,jammu & kashmir,Kathua
180004,jammu & kashmir,Jammu
180010,jammu & kashmir,Jammu
184142,jammu & kashmir,Kathua
180016,jammu & kashmir,Jammu
184141,jammu & kashmir,Kathua
181207,jammu & kashmir,Jammu
181143,jammu & kashmir,Jammu
180003,jammu & kashmir,Jammu
181221,jammu & kashmir,Jammu
180007,jammu & kashmir,Jammu
180005,jammu & kashmir,Jammu
184101,jammu & kashmir,Kathua
181145,jammu & kashmir,Jammu
180012,jammu & kashmir,Jammu
181205,jammu & kashmir,Jammu
180013,jammu & kashmir,Jammu
180019,jammu & kashmir,Jammu
180009,jammu & kashmir,Jammu
180020,jammu & kashmir,Jammu
180018,jammu & kashmir,Jammu
194103,jammu & kashmir,Kargil
194106,jammu & kashmir,Leh
194105,jammu & kashmir,Kargil
194301,jammu & kashmir,Kargil
194101,jammu & kashmir,Leh
194102,jammu & kashmir,Kargil
194109,jammu & kashmir,Kargil
194201,jammu & kashmir,Leh
194104,jammu & kashmir,Leh
194401,jammu & kashmir,Leh
194302,jammu & kashmir,Kargil
194404,jammu & kashmir,Leh
194403,jammu & kashmir,Kargil
194402,jammu & kashmir,Leh
185151,jammu & kashmir,Rajauri
185101,jammu & kashmir,Poonch
185102,jammu & kashmir,Poonch
185211,jammu & kashmir,Poonch
185212,jammu & kashmir,Rajauri
185234,jammu & kashmir,Rajauri
185132,jammu & kashmir,Rajauri
185121,jammu & kashmir,Poonch
185233,jammu & kashmir,Reasi
185152,jammu & kashmir,Rajauri
185131,jammu & kashmir,Rajauri
185153,jammu & kashmir,Rajauri
185156,jammu & kashmir,Rajauri
185155,jammu & kashmir,Rajauri
185201,jammu & kashmir,Rajauri
185135,jammu & kashmir,Rajauri
185202,jammu & kashmir,Rajauri
190015,jammu & kashmir,Srinagar
191112,jammu & kashmir,Budgam
190003,jammu & kashmir,Srinagar
192201,jammu & kashmir,Ananthnag
192305,jammu & kashmir,Ananthnag
192302,jammu & kashmir,Pulwama
192202,jammu & kashmir,Ananthnag
192233,jammu & kashmir,Kulgam
191202,jammu & kashmir,Srinagar
192231,jammu & kashmir,Ananthnag
192125,jammu & kashmir,Ananthnag
192122,jammu & kashmir,Ananthnag
192101,jammu & kashmir,Ananthnag
190011,jammu & kashmir,Srinagar
191111,jammu & kashmir,Budgam
192123,jammu & kashmir,Pulwama
193401,jammu & kashmir,Baramulla
192124,jammu & kashmir,Ananthnag
192232,jammu & kashmir,Ananthnag
193402,jammu & kashmir,Baramulla
190020,jammu & kashmir,Srinagar
190001,jammu & kashmir,Srinagar
190019,jammu & kashmir,Srinagar
191101,jammu & kashmir,Srinagar
191113,jammu & kashmir,Budgam
192301,jammu & kashmir,Pulwama
190017,jammu & kashmir,Srinagar
190009,jammu & kashmir,Srinagar
192303,jammu & kashmir,Pulwama
190004,jammu & kashmir,Srinagar
193411,jammu & kashmir,Budgam
192401,jammu & kashmir,Ananthnag
190018,jammu & kashmir,Srinagar
192212,jammu & kashmir,Ananthnag
191121,jammu & kashmir,Srinagar
192221,jammu & kashmir,Ananthnag
192230,jammu & kashmir,Ananthnag
192210,jammu & kashmir,Ananthnag
192211,jammu & kashmir,Ananthnag
190002,jammu & kashmir,Srinagar
191201,jammu & kashmir,Srinagar
193403,jammu & kashmir,Baramulla
190021,jammu & kashmir,Budgam
191131,jammu & kashmir,Srinagar
192121,jammu & kashmir,Ananthnag
190014,jammu & kashmir,Budgam
190008,jammu & kashmir,Srinagar
192304,jammu & kashmir,Pulwama
190010,jammu & kashmir,Srinagar
190006,jammu & kashmir,Srinagar
191103,jammu & kashmir,Srinagar
193404,jammu & kashmir,Baramulla
190023,jammu & kashmir,Srinagar
192126,jammu & kashmir,Ananthnag
192306,jammu & kashmir,Pulwama
191132,jammu & kashmir,Budgam
190005,jammu & kashmir,Budgam
192129,jammu & kashmir,Ananthnag
190007,jammu & kashmir,Budgam
190025,jammu & kashmir,Srinagar
191203,jammu & kashmir,Srinagar
191102,jammu & kashmir,Srinagar
190012,jammu & kashmir,Srinagar
190024,jammu & kashmir,Srinagar
182301,jammu & kashmir,Udhampur
182205,jammu & kashmir,Doda
182145,jammu & kashmir,Doda
185203,jammu & kashmir,Udhampur
182122,jammu & kashmir,Udhampur
182315,jammu & kashmir,Udhampur
182313,jammu & kashmir,Udhampur
182143,jammu & kashmir,Doda
182204,jammu & kashmir,Doda
182311,jammu & kashmir,Udhampur
182141,jammu & kashmir,Udhampur
182126,jammu & kashmir,Udhampur
182202,jammu & kashmir,Doda
182101,jammu & kashmir,Udhampur
182146,jammu & kashmir,Doda
182203,jammu & kashmir,Doda
182161,jammu & kashmir,Udhampur
182124,jammu & kashmir,Udhampur
182121,jammu & kashmir,Udhampur
182128,jammu & kashmir,Udhampur
182127,jammu & kashmir,Udhampur
182222,jammu & kashmir,Doda
182201,jammu & kashmir,Doda
182221,jammu & kashmir,Doda
182148,jammu & kashmir,Doda
182144,jammu & kashmir,Doda
182125,jammu & kashmir,Udhampur
182147,jammu & kashmir,Doda
182312,jammu & kashmir,Udhampur
182206,jammu & kashmir,Doda
182320,jammu & kashmir,Udhampur
182142,jammu & kashmir,Udhampur
182104,jammu & kashmir,Udhampur
828124,jharkhand,Dhanbad
827013,jharkhand,Bokaro
828201,jharkhand,Dhanbad
828134,jharkhand,Bokaro
828302,jharkhand,Bokaro
828111,jharkhand,Dhanbad
828113,jharkhand,Dhanbad
829301,jharkhand,Bokaro
827001,jharkhand,Bokaro
828130,jharkhand,Dhanbad
827011,jharkhand,Bokaro
827010,jharkhand,Bokaro
827302,jharkhand,Bokaro
828110,jharkhand,Dhanbad
828306,jharkhand,Dhanbad
828109,jharkhand,Dhanbad
827009,jharkhand,Bokaro
827014,jharkhand,Bokaro
828116,jharkhand,Dhanbad
828101,jharkhand,Dhanbad
828205,jharkhand,Dhanbad
828106,jharkhand,Dhanbad
826005,jharkhand,Dhanbad
828204,jharkhand,Dhanbad
828121,jharkhand,Dhanbad
828301,jharkhand,Dhanbad
828308,jharkhand,Dhanbad
828103,jharkhand,Dhanbad
828401,jharkhand,Dhanbad
828303,jharkhand,Bokaro
828133,jharkhand,Dhanbad
828104,jharkhand,Dhanbad
828402,jharkhand,Dhanbad
828117,jharkhand,Dhanbad
828202,jharkhand,Dhanbad
828135,jharkhand,Dhanbad
826001,jharkhand,Dhanbad
826004,jharkhand,Dhanbad
828107,jharkhand,Dhanbad
828108,jharkhand,Dhanbad
826003,jharkhand,Dhanbad
828112,jharkhand,Dhanbad
828125,jharkhand,Dhanbad
828309,jharkhand,Dhanbad
828129,jharkhand,Dhanbad
828307,jharkhand,Bokaro
828114,jharkhand,Dhanbad
828115,jharkhand,Dhanbad
828131,jharkhand,Dhanbad
828203,jharkhand,Dhanbad
828207,jharkhand,Dhanbad
828304,jharkhand,Dhanbad
827012,jharkhand,Bokaro
828305,jharkhand,Dhanbad
828120,jharkhand,Dhanbad
828206,jharkhand,Dhanbad
828132,jharkhand,Dhanbad
828119,jharkhand,Dhanbad
828123,jharkhand,Dhanbad
828122,jharkhand,Dhanbad
828127,jharkhand,Dhanbad
827003,jharkhand,Bokaro
827004,jharkhand,Bokaro
827006,jharkhand,Bokaro
828105,jharkhand,Dhanbad
828126,jharkhand,Dhanbad
828128,jharkhand,Dhanbad
815312,jharkhand,Giridh
815311,jharkhand,Giridh
825412,jharkhand,Giridh
829104,jharkhand,Bokaro
825102,jharkhand,Bokaro
829144,jharkhand,Bokaro
829121,jharkhand,Bokaro
825322,jharkhand,Giridh
825108,jharkhand,Giridh
815302,jharkhand,Giridh
825320,jharkhand,Giridh
815314,jharkhand,Giridh
815316,jharkhand,Giridh
815318,jharkhand,Giridh
825324,jharkhand,Giridh
815301,jharkhand,Giridh
829112,jharkhand,Bokaro
825167,jharkhand,Giridh
829127,jharkhand,Bokaro
825106,jharkhand,Giridh
815313,jharkhand,Giridh
815317,jharkhand,Giridh
829132,jharkhand,Bokaro
829107,jharkhand,Bokaro
829114,jharkhand,Bokaro
829123,jharkhand,Bokaro
828403,jharkhand,Bokaro
815315,jharkhand,Giridh
828404,jharkhand,Bokaro
829111,jharkhand,Bokaro
829128,jharkhand,Bokaro
829113,jharkhand,Bokaro
829116,jharkhand,Bokaro
825329,jharkhand,Giridh
829149,jharkhand,Bokaro
825311,jharkhand,Hazaribag
825408,jharkhand,Chatra
829101,jharkhand,Ramgarh
825418,jharkhand,Koderma
825401,jharkhand,Chatra
825302,jharkhand,Hazaribag
825103,jharkhand,Chatra
825321,jharkhand,Chatra
825407,jharkhand,Koderma
825319,jharkhand,Hazaribag
829143,jharkhand,Ramgarh
825313,jharkhand,Hazaribag
825312,jharkhand,Hazaribag
829110,jharkhand,Ramgarh
825314,jharkhand,Ramgarh
825132,jharkhand,Koderma
825301,jharkhand,Hazaribag
829134,jharkhand,Ramgarh
825405,jharkhand,Hazaribag
825402,jharkhand,Hazaribag
829103,jharkhand,Ramgarh
829102,jharkhand,Ramgarh
825323,jharkhand,Koderma
825101,jharkhand,Ramgarh
825406,jharkhand,Hazaribag
825409,jharkhand,Koderma
825330,jharkhand,Ramgarh
829105,jharkhand,Ramgarh
829117,jharkhand,Ramgarh
829106,jharkhand,Ramgarh
829135,jharkhand,Ramgarh
825404,jharkhand,Chatra
825403,jharkhand,Chatra
825317,jharkhand,Hazaribag
825109,jharkhand,Koderma
825303,jharkhand,Hazaribag
825336,jharkhand,Hazaribag
825315,jharkhand,Bokaro
825318,jharkhand,Koderma
825411,jharkhand,Hazaribag
829109,jharkhand,Ramgarh
825410,jharkhand,Koderma
829108,jharkhand,Ramgarh
825413,jharkhand,Koderma
829119,jharkhand,Ramgarh
825316,jharkhand,Ramgarh
829150,jharkhand,Ramgarh
829118,jharkhand,Ramgarh
825325,jharkhand,Ramgarh
825421,jharkhand,Koderma
829130,jharkhand,Ramgarh
829122,jharkhand,Ramgarh
829129,jharkhand,Ramgarh
829125,jharkhand,Ramgarh
829133,jharkhand,Ramgarh
829126,jharkhand,Ramgarh
829131,jharkhand,Ramgarh
825326,jharkhand,Ramgarh
829203,jharkhand,Latehar
822114,jharkhand,Garhwa
822121,jharkhand,Palamau
822116,jharkhand,Palamau
822122,jharkhand,Palamau
822112,jharkhand,Garhwa
822119,jharkhand,Latehar
822118,jharkhand,Palamau
822134,jharkhand,Garhwa
822113,jharkhand,Palamau
829201,jharkhand,Chatra
822123,jharkhand,Palamau
822115,jharkhand,Palamau
822125,jharkhand,Garhwa
822126,jharkhand,Palamau
822133,jharkhand,Garhwa
829206,jharkhand,Latehar
829202,jharkhand,Latehar
822124,jharkhand,Garhwa
829204,jharkhand,Latehar
822111,jharkhand,Latehar
822120,jharkhand,Palamau
822101,jharkhand,Palamau
822128,jharkhand,Garhwa
822129,jharkhand,Garhwa
822132,jharkhand,Palamau
829205,jharkhand,Ranchi
822110,jharkhand,Palamau
822102,jharkhand,Palamau
829210,jharkhand,Ranchi
829207,jharkhand,Latehar
822131,jharkhand,Palamau
829209,jharkhand,Ranchi
822117,jharkhand,Palamau
829208,jharkhand,Ranchi
835204,jharkhand,Ranchi
834008,jharkhand,Ranchi
835231,jharkhand,Gumla
834002,jharkhand,Ranchi
835211,jharkhand,Simdega
835102,jharkhand,Ranchi
835325,jharkhand,Ranchi
835203,jharkhand,Gumla
835227,jharkhand,Ranchi
835232,jharkhand,Gumla
835225,jharkhand,Ranchi
835103,jharkhand,Ranchi
835210,jharkhand,Ranchi
835233,jharkhand,Gumla
835208,jharkhand,Gumla
835324,jharkhand,Gumla
835302,jharkhand,Lohardaga
835220,jharkhand,Gumla
835212,jharkhand,Simdega
835223,jharkhand,Simdega
834004,jharkhand,Ranchi
835226,jharkhand,Simdega
835301,jharkhand,Ranchi
835216,jharkhand,Ranchi
835229,jharkhand,Gumla
835205,jharkhand,Ranchi
835201,jharkhand,Simdega
834010,jharkhand,Ranchi
835219,jharkhand,Ranchi
834009,jharkhand,Ranchi
835303,jharkhand,Ranchi
835206,jharkhand,Gumla
835202,jharkhand,Ranchi
835230,jharkhand,Gumla
835228,jharkhand,Simdega
835222,jharkhand,Ranchi
835234,jharkhand,Ranchi
835209,jharkhand,Ranchi
835214,jharkhand,Ranchi
834006,jharkhand,Ranchi
835217,jharkhand,Ranchi
835213,jharkhand,Lohardaga
835101,jharkhand,Ranchi
834001,jharkhand,Ranchi
835221,jharkhand,Ranchi
835235,jharkhand,Simdega
835207,jharkhand,Gumla
834003,jharkhand,Ranchi
834005,jharkhand,Ranchi
835218,jharkhand,Lohardaga
834011,jharkhand,Ranchi
835215,jharkhand,Ranchi
814143,jharkhand,Deoghar
814160,jharkhand,Godda
815355,jharkhand,Jamtara
814153,jharkhand,Godda
816101,jharkhand,Sahibganj
814146,jharkhand,Dumka
814102,jharkhand,Dumka
814145,jharkhand,Dumka
815359,jharkhand,Jamtara
814141,jharkhand,Dumka
815352,jharkhand,Jamtara
814103,jharkhand,Dumka
814148,jharkhand,Dumka
814110,jharkhand,Dumka
814133,jharkhand,Godda
814158,jharkhand,Dumka
814111,jharkhand,Pakur
814154,jharkhand,Godda
816120,jharkhand,Sahibganj
816104,jharkhand,Pakur
816118,jharkhand,Dumka
815351,jharkhand,Jamtara
814119,jharkhand,Dumka
816106,jharkhand,Pakur
814155,jharkhand,Godda
814112,jharkhand,Deoghar
816110,jharkhand,Sahibganj
816102,jharkhand,Sahibganj
814166,jharkhand,Dumka
814152,jharkhand,Deoghar
814118,jharkhand,Dumka
815353,jharkhand,Deoghar
814144,jharkhand,Dumka
813208,jharkhand,Godda
816109,jharkhand,Sahibganj
816117,jharkhand,Pakur
814149,jharkhand,Deoghar
814147,jharkhand,Godda
814101,jharkhand,Dumka
814165,jharkhand,Godda
814142,jharkhand,Deoghar
814156,jharkhand,Godda
816103,jharkhand,Dumka
816116,jharkhand,Sahibganj
815357,jharkhand,Deoghar
814120,jharkhand,Deoghar
814151,jharkhand,Dumka
816107,jharkhand,Pakur
814113,jharkhand,Deoghar
816105,jharkhand,Sahibganj
815354,jharkhand,Jamtara
816108,jharkhand,Sahibganj
814157,jharkhand,Deoghar
814114,jharkhand,Deoghar
814115,jharkhand,Deoghar
814122,jharkhand,Deoghar
816129,jharkhand,Sahibganj
814150,jharkhand,Deoghar
814167,jharkhand,Dumka
816115,jharkhand,Sahibganj
814116,jharkhand,Deoghar
832401,jharkhand,Seraikela-kharsawan
832109,jharkhand,Seraikela-kharsawan
831013,jharkhand,West Singhbhum
831009,jharkhand,East Singhbhum
833101,jharkhand,Seraikela-kharsawan
832301,jharkhand,East Singhbhum
832102,jharkhand,East Singhbhum
833214,jharkhand,West Singhbhum
832101,jharkhand,East Singhbhum
832302,jharkhand,East Singhbhum
833216,jharkhand,Seraikela-kharsawan
833105,jharkhand,West Singhbhum
832303,jharkhand,East Singhbhum
833202,jharkhand,East Singhbhum
832110,jharkhand,East Singhbhum
831002,jharkhand,Seraikela-kharsawan
832104,jharkhand,East Singhbhum
833204,jharkhand,West Singhbhum
833104,jharkhand,West Singhbhum
833102,jharkhand,West Singhbhum
832404,jharkhand,Seraikela-kharsawan
832105,jharkhand,East Singhbhum
832112,jharkhand,East Singhbhum
833221,jharkhand,West Singhbhum
833215,jharkhand,West Singhbhum
832304,jharkhand,East Singhbhum
832108,jharkhand,Seraikela-kharsawan
833103,jharkhand,West Singhbhum
833201,jharkhand,West Singhbhum
831017,jharkhand,East Singhbhum
831012,jharkhand,East Singhbhum
831019,jharkhand,East Singhbhum
831001,jharkhand,East Singhbhum
831007,jharkhand,East Singhbhum
833220,jharkhand,Seraikela-kharsawan
831004,jharkhand,East Singhbhum
833106,jharkhand,West Singhbhum
832403,jharkhand,Seraikela-kharsawan
833212,jharkhand,West Singhbhum
832107,jharkhand,East Singhbhum
831015,jharkhand,East Singhbhum
831003,jharkhand,East Singhbhum
833213,jharkhand,West Singhbhum
832402,jharkhand,Seraikela-kharsawan
833203,jharkhand,West Singhbhum
833217,jharkhand,West Singhbhum
833218,jharkhand,West Singhbhum
831006,jharkhand,East Singhbhum
831005,jharkhand,East Singhbhum
833222,jharkhand,West Singhbhum
831018,jharkhand,East Singhbhum
833223,jharkhand,West Singhbhum
832103,jharkhand,East Singhbhum
832111,jharkhand,East Singhbhum
831020,jharkhand,East Singhbhum
833219,jharkhand,Seraikela-kharsawan
831014,jharkhand,Seraikela-kharsawan
831016,jharkhand,East Singhbhum
832106,jharkhand,East Singhbhum
831011,jharkhand,East Singhbhum
831010,jharkhand,East Singhbhum
560063,karnataka,Bangalore
560007,karnataka,Bangalore
560092,karnataka,Bangalore
560024,karnataka,Bangalore
560045,karnataka,Bangalore
560064,karnataka,Bangalore
560047,karnataka,Bangalore
560043,karnataka,Bangalore
560001,karnataka,Bangalore
560300,karnataka,Bangalore
560025,karnataka,Bangalore
560103,karnataka,Bangalore
560046,karnataka,Bangalore
560049,karnataka,Bangalore
560093,karnataka,Bangalore
560067,karnataka,Bangalore
560036,karnataka,Bangalore
560077,karnataka,Bangalore
560037,karnataka,Bangalore
560071,karnataka,Bangalore
560016,karnataka,Bangalore
560066,karnataka,Bangalore
560005,karnataka,Bangalore
560065,karnataka,Bangalore
560087,karnataka,Bangalore
560008,karnataka,Bangalore
560051,karnataka,Bangalore
560048,karnataka,Bangalore
560038,karnataka,Bangalore
560094,karnataka,Bangalore
560006,karnataka,Bangalore
560075,karnataka,Bangalore
560084,karnataka,Bangalore
560033,karnataka,Bangalore
560017,karnataka,Bangalore
560032,karnataka,Bangalore
560080,karnataka,Bangalore
560042,karnataka,Bangalore
560030,karnataka,Bangalore
560034,karnataka,Bangalore
560108,karnataka,Bangalore
560050,karnataka,Bangalore
560070,karnataka,Bangalore
560085,karnataka,Bangalore
560002,karnataka,Bangalore
560076,karnataka,Bangalore
560083,karnataka,Bangalore
560004,karnataka,Bangalore
560068,karnataka,Bangalore
560056,karnataka,Bangalore
560082,karnataka,Bangalore
560099,karnataka,Bangalore
560035,karnataka,Bangalore
560018,karnataka,Bangalore
560081,karnataka,Bangalore
560053,karnataka,Bangalore
560061,karnataka,Bangalore
560060,karnataka,Bangalore
560026,karnataka,Bangalore
560029,karnataka,Bangalore
560062,karnataka,Bangalore
560100,karnataka,Bangalore
560019,karnataka,Bangalore
560105,karnataka,Bangalore
560102,karnataka,Bangalore
560078,karnataka,Bangalore
560041,karnataka,Bangalore
560011,karnataka,Bangalore
560095,karnataka,Bangalore
560074,karnataka,Bangalore
560039,karnataka,Bangalore
560098,karnataka,Bangalore
560059,karnataka,Bangalore
560027,karnataka,Bangalore
560109,karnataka,Bangalore
560110,karnataka,Bangalore
560107,karnataka,Bangalore Rural
560073,karnataka,Bangalore
560009,karnataka,Bangalore
560091,karnataka,Bangalore
560079,karnataka,Bangalore
560089,karnataka,Bangalore Rural
560040,karnataka,Bangalore
560090,karnataka,Bangalore Rural
560021,karnataka,Bangalore
560104,karnataka,Bangalore
560088,karnataka,Bangalore Rural
560010,karnataka,Bangalore
560014,karnataka,Bangalore
560013,karnataka,Bangalore
560015,karnataka,Bangalore
560112,karnataka,Bangalore
560058,karnataka,Bangalore
560023,karnataka,Bangalore
560086,karnataka,Bangalore
560003,karnataka,Bangalore
560055,karnataka,Bangalore
560054,karnataka,Bangalore
560072,karnataka,Bangalore
560096,karnataka,Bangalore
560057,karnataka,Bangalore
560012,karnataka,Bangalore
560020,karnataka,Bangalore
560097,karnataka,Bangalore
560022,karnataka,Bangalore
562108,karnataka,Ramanagar
562117,karnataka,Ramanagar
561101,karnataka,Bangalore Rural
562120,karnataka,Ramanagar
561201,karnataka,Bangalore Rural
562159,karnataka,Ramanagar
562138,karnataka,Ramanagar
562119,karnataka,Ramanagar
562110,karnataka,Bangalore Rural
562162,karnataka,Bangalore Rural
562106,karnataka,Bangalore
561203,karnataka,Bangalore Rural
562163,karnataka,Bangalore Rural
562123,karnataka,Bangalore Rural
562111,karnataka,Bangalore Rural
561204,karnataka,Bangalore Rural
562107,karnataka,Bangalore
562126,karnataka,Ramanagar
562112,karnataka,Ramanagar
562164,karnataka,Bangalore
562149,karnataka,Bangalore
562131,karnataka,Bangalore Rural
562127,karnataka,Bangalore Rural
562121,karnataka,Ramanagar
562122,karnataka,Bangalore Rural
562129,karnataka,Bangalore Rural
562157,karnataka,Bangalore
562109,karnataka,Ramanagar
562160,karnataka,Ramanagar
562135,karnataka,Bangalore Rural
562130,karnataka,Bangalore
562132,karnataka,Bangalore Rural
562114,karnataka,Bangalore Rural
562125,karnataka,Bangalore
561205,karnataka,Bangalore Rural
562161,karnataka,Ramanagar
562128,karnataka,Ramanagar
587111,karnataka,Bagalkot
587201,karnataka,Bagalkot
587330,karnataka,Bagalkot
587206,karnataka,Bagalkot
587124,karnataka,Bagalkot
587119,karnataka,Bagalkot
587116,karnataka,Bagalkot
587301,karnataka,Bagalkot
587155,karnataka,Bagalkot
587121,karnataka,Bagalkot
587118,karnataka,Bagalkot
587125,karnataka,Bagalkot
587112,karnataka,Bagalkot
587311,karnataka,Bagalkot
587117,karnataka,Bagalkot
587101,karnataka,Bagalkot
587103,karnataka,Bagalkot
587104,karnataka,Bagalkot
587204,karnataka,Bagalkot
587313,karnataka,Bagalkot
587113,karnataka,Bagalkot
587114,karnataka,Bagalkot
587115,karnataka,Bagalkot
587202,karnataka,Bagalkot
587207,karnataka,Bagalkot
587122,karnataka,Bagalkot
587120,karnataka,Bagalkot
587312,karnataka,Bagalkot
587102,karnataka,Bagalkot
587315,karnataka,Bagalkot
587154,karnataka,Bagalkot
587203,karnataka,Bagalkot
587205,karnataka,Bagalkot
587314,karnataka,Bagalkot
587316,karnataka,Bagalkot
591110,karnataka,Belgaum
591143,karnataka,Belgaum
591129,karnataka,Belgaum
590020,karnataka,Belgaum
590010,karnataka,Belgaum
591112,karnataka,Belgaum
591108,karnataka,Belgaum
591345,karnataka,Belgaum
591102,karnataka,Belgaum
590006,karnataka,Belgaum
591109,karnataka,Belgaum
591126,karnataka,Belgaum
591117,karnataka,Belgaum
590016,karnataka,Belgaum
591115,karnataka,Belgaum
591127,karnataka,Belgaum
591131,karnataka,Belgaum
591111,karnataka,Belgaum
590018,karnataka,Belgaum
591103,karnataka,Belgaum
591130,karnataka,Belgaum
591302,karnataka,Belgaum
591124,karnataka,Belgaum
591123,karnataka,Belgaum
591128,karnataka,Belgaum
591120,karnataka,Belgaum
590001,karnataka,Belgaum
590019,karnataka,Belgaum
590003,karnataka,Belgaum
590005,karnataka,Belgaum
590017,karnataka,Belgaum
590009,karnataka,Belgaum
591104,karnataka,Belgaum
591125,karnataka,Belgaum
591156,karnataka,Belgaum
591106,karnataka,Belgaum
591114,karnataka,Belgaum
591119,karnataka,Belgaum
591153,karnataka,Belgaum
591147,karnataka,Belgaum
590014,karnataka,Belgaum
591301,karnataka,Belgaum
591121,karnataka,Belgaum
591116,karnataka,Belgaum
590011,karnataka,Belgaum
591118,karnataka,Belgaum
591346,karnataka,Belgaum
591113,karnataka,Belgaum
590015,karnataka,Belgaum
590008,karnataka,Belgaum
591173,karnataka,Belgaum
583131,karnataka,Davangere
583114,karnataka,Bellary
583128,karnataka,Bellary
583121,karnataka,Bellary
583220,karnataka,Bellary
583127,karnataka,Davangere
583137,karnataka,Davangere
583104,karnataka,Bellary
583218,karnataka,Bellary
583135,karnataka,Bellary
583211,karnataka,Bellary
583134,karnataka,Bellary
583125,karnataka,Davangere
583201,karnataka,Bellary
583212,karnataka,Bellary
583115,karnataka,Bellary
583130,karnataka,Bellary
583213,karnataka,Davangere
583122,karnataka,Bellary
583103,karnataka,Bellary
583116,karnataka,Bellary
583102,karnataka,Bellary
583124,karnataka,Bellary
583224,karnataka,Bellary
583214,karnataka,Bellary
583126,karnataka,Bellary
583117,karnataka,Bellary
583216,karnataka,Bellary
583101,karnataka,Bellary
583105,karnataka,Bellary
583152,karnataka,Bellary
583132,karnataka,Bellary
583120,karnataka,Bellary
583119,karnataka,Bellary
583217,karnataka,Bellary
583223,karnataka,Bellary
583111,karnataka,Bellary
